-1.3536553276,-0.4489944308,-0.5409568795,-0.6906025978,-1.1515787123,-1.4007582046,-1.5410011138,-0.8810263332,-1.1181949842,-1.3882829633,-1.4750790547,-0.5065818668,-0.760371465,-0.6162966263,-1.3469052966,-1.6930354089,-1.4874462403,-0.8433751365,-1.3672530438,-1.5685140687
-1.617900767,-0.4489944308,-0.5409568795,-0.6906025978,-1.1515787123,-1.4007582046,-1.2271802183,-0.8810263332,-1.1181949842,-1.3882829633,-1.7517424046,-0.5065818668,-0.760371465,-0.6162966263,-1.3469052966,-1.6930354089,-1.4874462403,-1.0630534118,-1.3672530438,-1.5685140687
-1.617900767,-0.4489944308,-0.5409568795,-0.6906025978,-1.1515787123,-1.7137101117,-1.5410011138,-0.8810263332,-1.1181949842,-1.3882829633,-1.7517424046,-0.5065818668,-0.760371465,-0.6162966263,-1.3469052966,-1.6930354089,-1.4874462403,-1.0630534118,-1.3672530438,-1.5685140687
-1.617900767,-0.4489944308,-0.5409568795,-0.6906025978,-1.433741233,-1.7137101117,-1.5410011138,-0.8810263332,-1.1181949842,-1.3882829633,-1.7517424046,-0.5065818668,-0.760371465,-0.6162966263,-1.64397329,-1.6930354089,-1.4874462403,-1.0630534118,-1.3672530438,-1.5685140687
-1.617900767,-0.4489944308,-0.5409568795,-0.6906025978,-1.433741233,-1.4007582046,-1.5410011138,-0.8810263332,-1.1181949842,-1.3882829633,-1.7517424046,-0.5065818668,-0.760371465,-0.6162966263,-1.3469052966,-1.6930354089,-1.4874462403,-1.0630534118,-1.3672530438,-1.5685140687
-1.617900767,-0.6124869681,-0.5409568795,-0.6906025978,-1.433741233,-1.7137101117,-1.5410011138,-1.0837195339,-1.355614553,-1.3882829633,-1.7517424046,-0.6842833593,-0.760371465,-0.6162966263,-1.64397329,-1.6930354089,-1.4874462403,-1.2827316871,-1.3672530438,-1.5685140687
-1.617900767,-0.6124869681,-0.7345456026,-0.6906025978,-1.433741233,-1.7137101117,-1.5410011138,-1.0837195339,-1.355614553,-1.3882829633,-1.7517424046,-0.6842833593,-0.9696384633,-0.6162966263,-1.64397329,-2.0194102016,-1.4874462403,-1.2827316871,-1.3672530438,-1.5685140687
-1.617900767,-0.4489944308,-0.7345456026,-0.6906025978,-1.433741233,-1.7137101117,-1.8548220094,-1.0837195339,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.6162966263,-1.64397329,-2.0194102016,-1.7854296566,-1.2827316871,-1.6181518829,-1.5685140687
-1.617900767,-0.6124869681,-0.7345456026,-0.6906025978,-1.433741233,-1.7137101117,-1.8548220094,-0.8810263332,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.6162966263,-1.64397329,-2.0194102016,-1.7854296566,-1.0630534118,-1.6181518829,-1.8496716143
-1.617900767,-0.6124869681,-0.7345456026,-0.6906025978,-1.7159037538,-1.7137101117,-1.5410011138,-0.8810263332,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.7932618005,-1.64397329,-2.0194102016,-1.7854296566,-1.0630534118,-1.6181518829,-1.8496716143
-1.617900767,-0.6124869681,-0.7345456026,-0.6906025978,-1.7159037538,-1.7137101117,-1.8548220094,-0.8810263332,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.7932618005,-1.9410412834,-2.0194102016,-1.7854296566,-1.2827316871,-1.6181518829,-1.8496716143
-1.617900767,-0.6124869681,-0.5409568795,-0.6906025978,-1.7159037538,-1.7137101117,-1.8548220094,-0.8810263332,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.6162966263,-1.9410412834,-2.0194102016,-1.7854296566,-1.0630534118,-1.6181518829,-1.8496716143
-1.617900767,-0.6124869681,-0.5409568795,-0.6906025978,-1.7159037538,-1.7137101117,-1.8548220094,-1.0837195339,-1.355614553,-1.6527804757,-1.7517424046,-0.6842833593,-0.760371465,-0.6162966263,-1.9410412834,-2.0194102016,-1.7854296566,-1.2827316871,-1.6181518829,-1.5685140687
